crn, julian, press, theta, sigma, temp, sal, oxy, xmiss, fluor, nit, 
#, day, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, %, ug/l, umol/kg, 
121, 4463,   22.0, 24.7157,  23.382, 24.7205, 34.9371,   209.6,  -9.000,  0.1128,  -9.000,
121, 4463,   24.0, 24.7136,  23.382, 24.7188, 34.9374,   209.6,  -9.000,  0.1142,  -9.000,
121, 4463,   26.0, 24.7126,  23.383, 24.7182, 34.9375,   209.6,  -9.000,  0.1206,  -9.000,
121, 4463,   28.0, 24.7113,  23.384, 24.7173, 34.9379,   209.6,  -9.000,  0.1212,  -9.000,
121, 4463,   30.0, 24.7104,  23.384, 24.7168, 34.9382,   209.6,  -9.000,  0.1208,  -9.000,
121, 4463,   32.0, 24.7077,  23.385, 24.7146, 34.9384,   209.7,  -9.000,  0.1244,  -9.000,
121, 4463,   34.0, 24.7042,  23.386, 24.7115, 34.9386,   209.7,  -9.000,  0.1258,  -9.000,
121, 4463,   36.0, 24.6986,  23.388, 24.7063, 34.9387,   209.7,  -9.000,  0.1301,  -9.000,
121, 4463,   38.0, 24.6946,  23.389, 24.7028, 34.9389,   209.8,  -9.000,  0.1305,  -9.000,
121, 4463,   40.0, 24.6870,  23.392, 24.6955, 34.9395,   209.9,  -9.000,  0.1293,  -9.000,
121, 4463,   42.0, 24.6826,  23.393, 24.6916, 34.9394,   209.9,  -9.000,  0.1329,  -9.000,
121, 4463,   44.0, 24.6782,  23.395, 24.6877, 34.9397,   210.0,  -9.000,  0.1408,  -9.000,
121, 4463,   46.0, 24.6730,  23.398, 24.6829, 34.9416,   210.1,  -9.000,  0.1461,  -9.000,
121, 4463,   48.0, 24.6667,  23.402, 24.6770, 34.9442,   210.1,  -9.000,  0.1539,  -9.000,
121, 4463,   50.0, 24.6672,  23.406, 24.6779, 34.9506,   210.2,  -9.000,  0.1680,  -9.000,
121, 4463,   52.0, 24.6718,  23.412, 24.6830, 34.9592,   210.3,  -9.000,  0.1727,  -9.000,
121, 4463,   54.0, 24.6713,  23.416, 24.6829, 34.9645,   210.3,  -9.000,  0.1750,  -9.000,
121, 4463,   56.0, 24.6641,  23.419, 24.6761, 34.9666,   210.4,  -9.000,  0.1767,  -9.000,
121, 4463,   58.0, 24.6700,  23.422, 24.6825, 34.9718,   210.4,  -9.000,  0.1974,  -9.000,
121, 4463,   60.0, 24.6691,  23.424, 24.6820, 34.9753,   210.4,  -9.000,  0.2013,  -9.000,
121, 4463,   62.0, 24.6769,  23.429, 24.6902, 34.9848,   210.4,  -9.000,  0.2084,  -9.000,
121, 4463,   64.0, 24.6818,  23.436, 24.6956, 34.9951,   210.4,  -9.000,  0.2205,  -9.000,
121, 4463,   66.0, 24.6903,  23.442, 24.7045, 35.0067,   210.5,  -9.000,  0.2353,  -9.000,
121, 4463,   68.0, 24.6951,  23.447, 24.7097, 35.0147,   210.5,  -9.000,  0.2472,  -9.000,
121, 4463,   70.0, 24.6983,  23.453, 24.7134, 35.0250,   210.2,  -9.000,  0.2549,  -9.000,
121, 4463,   72.0, 24.7041,  23.463, 24.7195, 35.0404,   210.1,  -9.000,  0.2668,  -9.000,
121, 4463,   74.0, 24.7209,  23.473, 24.7368, 35.0606,   210.3,  -9.000,  0.2833,  -9.000,
121, 4463,   76.0, 24.7313,  23.487, 24.7477, 35.0822,   210.1,  -9.000,  0.2934,  -9.000,
121, 4463,   78.0, 24.7354,  23.492, 24.7522, 35.0914,   210.1,  -9.000,  0.3110,  -9.000,
121, 4463,   80.0, 24.7481,  23.499, 24.7653, 35.1050,   210.2,  -9.000,  0.3264,  -9.000,
121, 4463,   82.0, 24.7703,  23.506, 24.7880, 35.1239,   210.2,  -9.000,  0.3477,  -9.000,
121, 4463,   84.0, 24.7889,  23.515, 24.8070, 35.1422,   210.0,  -9.000,  0.3608,  -9.000,
121, 4463,   86.0, 24.7955,  23.524, 24.8141, 35.1571,   209.9,  -9.000,  0.3767,  -9.000,
121, 4463,   88.0, 24.8030,  23.534, 24.8220, 35.1735,   210.0,  -9.000,  0.3907,  -9.000,
121, 4463,   90.0, 24.8047,  23.541, 24.8241, 35.1831,   209.8,  -9.000,  0.4083,  -9.000,
121, 4463,   92.0, 24.8132,  23.552, 24.8331, 35.2011,   209.4,  -9.000,  0.4226,  -9.000,
121, 4463,   94.0, 24.7994,  23.567, 24.8197, 35.2153,   209.3,  -9.000,  0.4407,  -9.000,
121, 4463,   96.0, 24.7833,  23.588, 24.8040, 35.2371,   209.4,  -9.000,  0.4620,  -9.000,
121, 4463,   98.0, 24.7286,  23.616, 24.7497, 35.2516,   209.6,  -9.000,  0.4839,  -9.000,
121, 4463,  100.0, 24.6387,  23.652, 24.6602, 35.2646,   210.1,  -9.000,  0.5064,  -9.000,
121, 4463,  102.0, 24.4843,  23.701, 24.5061, 35.2667,   210.6,  -9.000,  0.5343,  -9.000,
121, 4463,  104.0, 24.3639,  23.739, 24.3861, 35.2701,   211.4,  -9.000,  0.5504,  -9.000,
121, 4463,  106.0, 24.1578,  23.802, 24.1802, 35.2713,   212.4,  -9.000,  0.5750,  -9.000,
121, 4463,  108.0, 23.9860,  23.853, 24.0087, 35.2717,   213.2,  -9.000,  0.5968,  -9.000,
121, 4463,  110.0, 23.8465,  23.899, 23.8696, 35.2786,   213.8,  -9.000,  0.6107,  -9.000,
121, 4463,  112.0, 23.6611,  23.953, 23.6845, 35.2772,   214.6,  -9.000,  0.6198,  -9.000,
121, 4463,  114.0, 23.4694,  24.014, 23.4930, 35.2832,   214.4,  -9.000,  0.6279,  -9.000,
121, 4463,  116.0, 23.3416,  24.049, 23.3656, 35.2801,   214.1,  -9.000,  0.6279,  -9.000,
121, 4463,  118.0, 23.2067,  24.082, 23.2310, 35.2721,   214.2,  -9.000,  0.6209,  -9.000,
121, 4463,  120.0, 23.0339,  24.130, 23.0584, 35.2695,   214.2,  -9.000,  0.6122,  -9.000,
121, 4463,  122.0, 22.8945,  24.171, 22.9193, 35.2713,   214.3,  -9.000,  0.6103,  -9.000,
121, 4463,  124.0, 22.7966,  24.203, 22.8218, 35.2764,   214.3,  -9.000,  0.6099,  -9.000,
121, 4463,  126.0, 22.6645,  24.243, 22.6900, 35.2785,   213.8,  -9.000,  0.6030,  -9.000,
121, 4463,  128.0, 22.5381,  24.279, 22.5639, 35.2786,   213.7,  -9.000,  0.5834,  -9.000,
121, 4463,  130.0, 22.4215,  24.313, 22.4476, 35.2801,   212.8,  -9.000,  0.5639,  -9.000,
121, 4463,  132.0, 22.3308,  24.338, 22.3572, 35.2792,   211.4,  -9.000,  0.5357,  -9.000,
121, 4463,  134.0, 22.2070,  24.370, 22.2337, 35.2751,   210.7,  -9.000,  0.5223,  -9.000,
121, 4463,  136.0, 22.1089,  24.396, 22.1359, 35.2723,   210.7,  -9.000,  0.5003,  -9.000,
121, 4463,  138.0, 21.9964,  24.426, 22.0238, 35.2707,   209.4,  -9.000,  0.4763,  -9.000,
121, 4463,  140.0, 21.9031,  24.450, 21.9308, 35.2678,   208.2,  -9.000,  0.4536,  -9.000,
121, 4463,  142.0, 21.8077,  24.478, 21.8357, 35.2699,   207.4,  -9.000,  0.4378,  -9.000,
121, 4463,  144.0, 21.7279,  24.503, 21.7562, 35.2730,   206.5,  -9.000,  0.4182,  -9.000,
121, 4463,  146.0, 21.6477,  24.524, 21.6763, 35.2714,   205.3,  -9.000,  0.3906,  -9.000,
121, 4463,  148.0, 21.5633,  24.547, 21.5923, 35.2716,   204.5,  -9.000,  0.3646,  -9.000,
121, 4463,  150.0, 21.4677,  24.570, 21.4969, 35.2673,   204.5,  -9.000,  0.3429,  -9.000,
121, 4463,  152.0, 21.3685,  24.592, 21.3980, 35.2593,   204.1,  -9.000,  0.3236,  -9.000,
121, 4463,  154.0, 21.2971,  24.607, 21.3269, 35.2539,   203.5,  -9.000,  0.3060,  -9.000,
121, 4463,  156.0, 21.2225,  24.623, 21.2527, 35.2473,   203.0,  -9.000,  0.2909,  -9.000,
121, 4463,  158.0, 21.1470,  24.640, 21.1775, 35.2424,   202.7,  -9.000,  0.2762,  -9.000,
121, 4463,  160.0, 21.0794,  24.655, 21.1102, 35.2384,   202.4,  -9.000,  0.2620,  -9.000,
121, 4463,  162.0, 20.9907,  24.673, 21.0218, 35.2304,   202.6,  -9.000,  0.2433,  -9.000,
121, 4463,  164.0, 20.9262,  24.687, 20.9576, 35.2257,   202.1,  -9.000,  0.2282,  -9.000,
121, 4463,  166.0, 20.8616,  24.700, 20.8933, 35.2194,   201.3,  -9.000,  0.2162,  -9.000,
121, 4463,  168.0, 20.7939,  24.712, 20.8259, 35.2116,   200.1,  -9.000,  0.2058,  -9.000,
121, 4463,  170.0, 20.7041,  24.729, 20.7364, 35.2019,   199.9,  -9.000,  0.1933,  -9.000,
121, 4463,  172.0, 20.6335,  24.743, 20.6661, 35.1948,   199.5,  -9.000,  0.1818,  -9.000,
121, 4463,  174.0, 20.5596,  24.758, 20.5925, 35.1880,   199.2,  -9.000,  0.1750,  -9.000,
121, 4463,  176.0, 20.4751,  24.774, 20.5083, 35.1806,   199.0,  -9.000,  0.1653,  -9.000,
121, 4463,  178.0, 20.3888,  24.789, 20.4222, 35.1693,   198.9,  -9.000,  0.1563,  -9.000,
121, 4463,  180.0, 20.2896,  24.806, 20.3233, 35.1571,   198.9,  -9.000,  0.1525,  -9.000,
121, 4463,  182.0, 20.2322,  24.817, 20.2662, 35.1510,   198.0,  -9.000,  0.1410,  -9.000,
121, 4463,  184.0, 20.1707,  24.829, 20.2050, 35.1455,   198.0,  -9.000,  0.1351,  -9.000,
121, 4463,  186.0, 20.1136,  24.842, 20.1482, 35.1430,   197.9,  -9.000,  0.1281,  -9.000,
121, 4463,  188.0, 20.0467,  24.856, 20.0816, 35.1377,   197.3,  -9.000,  0.1237,  -9.000,
121, 4463,  190.0, 19.9734,  24.869, 20.0086, 35.1300,   197.2,  -9.000,  0.1180,  -9.000,
121, 4463,  192.0, 19.9039,  24.882, 19.9393, 35.1227,   197.1,  -9.000,  0.1143,  -9.000,
121, 4463,  194.0, 19.8155,  24.899, 19.8512, 35.1147,   197.1,  -9.000,  0.1114,  -9.000,
121, 4463,  196.0, 19.7567,  24.909, 19.7927, 35.1076,   196.4,  -9.000,  0.1077,  -9.000,
121, 4463,  198.0, 19.6649,  24.924, 19.7012, 35.0958,   196.3,  -9.000,  0.1056,  -9.000,
121, 4463,  200.0, 19.5663,  24.939, 19.6028, 35.0818,   196.2,  -9.000,  0.1001,  -9.000,
122, 4491,    2.0, 24.4508,  23.572, 24.4512, 35.0840,   210.1,  -9.000,  0.0986,  -9.000,
122, 4491,    4.0, 24.4448,  23.572, 24.4456, 35.0805,   210.1,  -9.000,  0.1056,  -9.000,
122, 4491,    6.0, 24.4151,  23.582, 24.4164, 35.0821,   210.2,  -9.000,  0.1077,  -9.000,
122, 4491,    8.0, 24.3988,  23.586, 24.4005, 35.0810,   210.4,  -9.000,  0.1122,  -9.000,
122, 4491,   10.0, 24.3758,  23.591, 24.3779, 35.0795,   210.6,  -9.000,  0.1134,  -9.000,
122, 4491,   12.0, 24.3715,  23.593, 24.3741, 35.0794,   210.8,  -9.000,  0.1172,  -9.000,
122, 4491,   14.0, 24.3682,  23.594, 24.3711, 35.0794,   210.8,  -9.000,  0.1199,  -9.000,
122, 4491,   16.0, 24.3646,  23.595, 24.3680, 35.0793,   210.8,  -9.000,  0.1240,  -9.000,
122, 4491,   18.0, 24.3626,  23.595, 24.3664, 35.0795,   210.9,  -9.000,  0.1284,  -9.000,
122, 4491,   20.0, 24.3620,  23.596, 24.3663, 35.0797,   211.0,  -9.000,  0.1308,  -9.000,
122, 4491,   22.0, 24.3610,  23.596, 24.3657, 35.0799,   211.0,  -9.000,  0.1341,  -9.000,
122, 4491,   24.0, 24.3607,  23.596, 24.3658, 35.0800,   211.0,  -9.000,  0.1383,  -9.000,
122, 4491,   26.0, 24.3603,  23.597, 24.3658, 35.0807,   211.1,  -9.000,  0.1345,  -9.000,
122, 4491,   28.0, 24.3602,  23.597, 24.3662, 35.0803,   211.0,  -9.000,  0.1363,  -9.000,
122, 4491,   30.0, 24.3592,  23.597, 24.3656, 35.0806,   211.1,  -9.000,  0.1414,  -9.000,
122, 4491,   32.0, 24.3583,  23.598, 24.3651, 35.0807,   211.0,  -9.000,  0.1418,  -9.000,
122, 4491,   34.0, 24.3574,  23.598, 24.3646, 35.0810,   211.0,  -9.000,  0.1449,  -9.000,
122, 4491,   36.0, 24.3567,  23.598, 24.3644, 35.0813,   211.0,  -9.000,  0.1473,  -9.000,
122, 4491,   38.0, 24.3564,  23.599, 24.3645, 35.0815,   211.1,  -9.000,  0.1498,  -9.000,
122, 4491,   40.0, 24.3560,  23.599, 24.3645, 35.0817,   211.1,  -9.000,  0.1530,  -9.000,
122, 4491,   42.0, 24.3560,  23.599, 24.3649, 35.0819,   211.1,  -9.000,  0.1615,  -9.000,
122, 4491,   44.0, 24.3558,  23.599, 24.3651, 35.0822,   211.0,  -9.000,  0.1611,  -9.000,
122, 4491,   46.0, 24.3555,  23.600, 24.3653, 35.0823,   211.0,  -9.000,  0.1614,  -9.000,
122, 4491,   48.0, 24.3551,  23.600, 24.3653, 35.0824,   211.1,  -9.000,  0.1626,  -9.000,
122, 4491,   50.0, 24.3548,  23.600, 24.3655, 35.0827,   211.2,  -9.000,  0.1667,  -9.000,
122, 4491,   52.0, 24.3546,  23.600, 24.3657, 35.0830,   211.2,  -9.000,  0.1691,  -9.000,
122, 4491,   54.0, 24.3551,  23.601, 24.3666, 35.0836,   211.2,  -9.000,  0.1724,  -9.000,
122, 4491,   56.0, 24.3550,  23.601, 24.3669, 35.0841,   211.1,  -9.000,  0.1760,  -9.000,
122, 4491,   58.0, 24.3552,  23.602, 24.3676, 35.0851,   211.1,  -9.000,  0.1816,  -9.000,
122, 4491,   60.0, 24.3551,  23.602, 24.3679, 35.0855,   211.0,  -9.000,  0.1887,  -9.000,
122, 4491,   62.0, 24.3558,  23.603, 24.3690, 35.0866,   211.1,  -9.000,  0.1947,  -9.000,
122, 4491,   64.0, 24.3580,  23.604, 24.3717, 35.0897,   211.0,  -9.000,  0.2006,  -9.000,
122, 4491,   66.0, 24.3622,  23.608, 24.3762, 35.0960,   211.0,  -9.000,  0.2147,  -9.000,
122, 4491,   68.0, 24.3685,  23.615, 24.3829, 35.1083,   210.9,  -9.000,  0.2313,  -9.000,
122, 4491,   70.0, 24.3741,  23.622, 24.3890, 35.1188,   210.9,  -9.000,  0.2543,  -9.000,
122, 4491,   72.0, 24.3775,  23.628, 24.3928, 35.1289,   210.9,  -9.000,  0.2692,  -9.000,
122, 4491,   74.0, 24.3811,  23.635, 24.3969, 35.1397,   210.8,  -9.000,  0.2798,  -9.000,
122, 4491,   76.0, 24.3837,  23.642, 24.3999, 35.1492,   210.8,  -9.000,  0.2922,  -9.000,
122, 4491,   78.0, 24.3844,  23.649, 24.4010, 35.1592,   210.8,  -9.000,  0.3037,  -9.000,
122, 4491,   80.0, 24.3852,  23.658, 24.4022, 35.1712,   210.6,  -9.000,  0.3128,  -9.000,
122, 4491,   82.0, 24.3839,  23.669, 24.4014, 35.1853,   210.4,  -9.000,  0.3254,  -9.000,
122, 4491,   84.0, 24.3753,  23.686, 24.3932, 35.2040,   210.4,  -9.000,  0.3387,  -9.000,
122, 4491,   86.0, 24.3672,  23.709, 24.3855, 35.2308,   210.1,  -9.000,  0.3611,  -9.000,
122, 4491,   88.0, 24.3603,  23.730, 24.3790, 35.2560,   209.9,  -9.000,  0.3839,  -9.000,
122, 4491,   90.0, 24.3547,  23.742, 24.3739, 35.2697,   209.9,  -9.000,  0.4079,  -9.000,
122, 4491,   92.0, 24.3382,  23.754, 24.3578, 35.2794,   210.0,  -9.000,  0.4303,  -9.000,
122, 4491,   94.0, 24.3207,  23.770, 24.3407, 35.2933,   209.8,  -9.000,  0.4483,  -9.000,
122, 4491,   96.0, 24.3044,  23.786, 24.3248, 35.3084,   209.5,  -9.000,  0.4696,  -9.000,
122, 4491,   98.0, 24.2747,  23.803, 24.2956, 35.3189,   209.5,  -9.000,  0.4851,  -9.000,
122, 4491,  100.0, 24.2526,  23.820, 24.2739, 35.3325,   209.4,  -9.000,  0.4915,  -9.000,
122, 4491,  102.0, 24.2328,  23.833, 24.2544, 35.3420,   209.4,  -9.000,  0.4907,  -9.000,
122, 4491,  104.0, 24.1964,  23.847, 24.2184, 35.3467,   209.6,  -9.000,  0.4896,  -9.000,
122, 4491,  106.0, 24.1515,  23.864, 24.1740, 35.3516,   209.5,  -9.000,  0.4942,  -9.000,
122, 4491,  108.0, 24.1112,  23.881, 24.1340, 35.3572,   209.4,  -9.000,  0.4971,  -9.000,
122, 4491,  110.0, 24.0794,  23.895, 24.1027, 35.3646,   209.4,  -9.000,  0.4901,  -9.000,
122, 4491,  112.0, 24.0470,  23.909, 24.0706, 35.3695,   209.3,  -9.000,  0.4771,  -9.000,
122, 4491,  114.0, 24.0247,  23.923, 24.0488, 35.3789,   209.1,  -9.000,  0.4627,  -9.000,
122, 4491,  116.0, 23.9992,  23.936, 24.0237, 35.3869,   209.1,  -9.000,  0.4447,  -9.000,
122, 4491,  118.0, 23.9652,  23.953, 23.9900, 35.3953,   209.1,  -9.000,  0.4259,  -9.000,
122, 4491,  120.0, 23.9167,  23.967, 23.9420, 35.3957,   208.8,  -9.000,  0.3950,  -9.000,
122, 4491,  122.0, 23.8181,  23.989, 23.8437, 35.3856,   208.4,  -9.000,  0.3661,  -9.000,
122, 4491,  124.0, 23.7638,  24.004, 23.7898, 35.3847,   208.3,  -9.000,  0.3463,  -9.000,
122, 4491,  126.0, 23.7027,  24.022, 23.7291, 35.3844,   208.3,  -9.000,  0.3306,  -9.000,
122, 4491,  128.0, 23.6358,  24.038, 23.6625, 35.3793,   208.1,  -9.000,  0.3204,  -9.000,
122, 4491,  130.0, 23.5329,  24.059, 23.5599, 35.3679,   207.7,  -9.000,  0.3162,  -9.000,
122, 4491,  132.0, 23.4294,  24.075, 23.4567, 35.3483,   207.4,  -9.000,  0.3050,  -9.000,
122, 4491,  134.0, 23.3236,  24.096, 23.3513, 35.3352,   207.1,  -9.000,  0.3007,  -9.000,
122, 4491,  136.0, 23.1669,  24.123, 23.1949, 35.3118,   207.1,  -9.000,  0.2959,  -9.000,
122, 4491,  138.0, 23.0379,  24.148, 23.0661, 35.2947,   207.3,  -9.000,  0.2957,  -9.000,
122, 4491,  140.0, 22.9015,  24.174, 22.9300, 35.2776,   208.1,  -9.000,  0.2954,  -9.000,
122, 4491,  142.0, 22.7671,  24.206, 22.7959, 35.2685,   207.2,  -9.000,  0.2959,  -9.000,
122, 4491,  144.0, 22.6066,  24.243, 22.6357, 35.2567,   206.9,  -9.000,  0.2905,  -9.000,
122, 4491,  146.0, 22.4619,  24.280, 22.4913, 35.2519,   206.7,  -9.000,  0.2852,  -9.000,
122, 4491,  148.0, 22.3540,  24.309, 22.3837, 35.2493,   207.1,  -9.000,  0.2781,  -9.000,
122, 4491,  150.0, 22.2483,  24.337, 22.2782, 35.2467,   207.3,  -9.000,  0.2720,  -9.000,
122, 4491,  152.0, 22.1306,  24.367, 22.1608, 35.2425,   207.0,  -9.000,  0.2613,  -9.000,
122, 4491,  154.0, 21.9983,  24.400, 22.0288, 35.2369,   207.0,  -9.000,  0.2511,  -9.000,
122, 4491,  156.0, 21.8806,  24.429, 21.9114, 35.2323,   207.1,  -9.000,  0.2427,  -9.000,
122, 4491,  158.0, 21.7935,  24.452, 21.8246, 35.2298,   207.4,  -9.000,  0.2362,  -9.000,
122, 4491,  160.0, 21.6865,  24.478, 21.7179, 35.2257,   207.7,  -9.000,  0.2279,  -9.000,
122, 4491,  162.0, 21.5794,  24.509, 21.6111, 35.2268,   207.4,  -9.000,  0.2197,  -9.000,
122, 4491,  164.0, 21.4897,  24.533, 21.5217, 35.2258,   207.3,  -9.000,  0.2102,  -9.000,
122, 4491,  166.0, 21.4261,  24.549, 21.4584, 35.2234,   206.6,  -9.000,  0.2036,  -9.000,
122, 4491,  168.0, 21.3070,  24.578, 21.3396, 35.2183,   206.8,  -9.000,  0.1941,  -9.000,
122, 4491,  170.0, 21.1883,  24.608, 21.2211, 35.2161,   207.2,  -9.000,  0.1852,  -9.000,
122, 4491,  172.0, 21.1096,  24.630, 21.1427, 35.2157,   206.1,  -9.000,  0.1750,  -9.000,
122, 4491,  174.0, 21.0164,  24.653, 21.0498, 35.2125,   205.8,  -9.000,  0.1658,  -9.000,
122, 4491,  176.0, 20.9383,  24.671, 20.9720, 35.2084,   205.2,  -9.000,  0.1550,  -9.000,
122, 4491,  178.0, 20.8674,  24.686, 20.9014, 35.2031,   205.1,  -9.000,  0.1440,  -9.000,
122, 4491,  180.0, 20.7927,  24.703, 20.8270, 35.1983,   205.1,  -9.000,  0.1364,  -9.000,
122, 4491,  182.0, 20.6929,  24.725, 20.7275, 35.1921,   204.9,  -9.000,  0.1286,  -9.000,
122, 4491,  184.0, 20.6206,  24.741, 20.6554, 35.1881,   203.5,  -9.000,  0.1218,  -9.000,
122, 4491,  186.0, 20.5403,  24.759, 20.5754, 35.1835,   202.7,  -9.000,  0.1134,  -9.000,
122, 4491,  188.0, 20.4522,  24.778, 20.4876, 35.1768,   202.5,  -9.000,  0.1057,  -9.000,
122, 4491,  190.0, 20.3818,  24.792, 20.4175, 35.1712,   202.2,  -9.000,  0.1000,  -9.000,
122, 4491,  192.0, 20.3111,  24.806, 20.3471, 35.1647,   202.4,  -9.000,  0.0967,  -9.000,
122, 4491,  194.0, 20.2535,  24.817, 20.2898, 35.1593,   202.1,  -9.000,  0.0905,  -9.000,
122, 4491,  196.0, 20.1716,  24.832, 20.2081, 35.1505,   201.7,  -9.000,  0.0871,  -9.000,
122, 4491,  198.0, 20.0866,  24.848, 20.1234, 35.1415,   201.1,  -9.000,  0.0834,  -9.000,
122, 4491,  200.0, 20.0100,  24.862, 20.0471, 35.1336,   200.7,  -9.000,  0.0811,  -9.000,
123, 4519,    2.0, 23.3544,  24.072, 23.3549, 35.3154,   212.1,  -9.000,  0.1457,  -9.000,
123, 4519,    4.0, 23.3588,  24.073, 23.3596, 35.3185,   212.1,  -9.000,  0.1528,  -9.000,
123, 4519,    6.0, 23.3601,  24.069, 23.3614, 35.3138,   212.2,  -9.000,  0.1526,  -9.000,
123, 4519,    8.0, 23.3593,  24.071, 23.3610, 35.3159,   212.2,  -9.000,  0.1566,  -9.000,
123, 4519,   10.0, 23.3591,  24.071, 23.3612, 35.3160,   212.3,  -9.000,  0.1554,  -9.000,
123, 4519,   12.0, 23.3591,  24.071, 23.3616, 35.3159,   212.3,  -9.000,  0.1562,  -9.000,
123, 4519,   14.0, 23.3586,  24.071, 23.3615, 35.3160,   212.3,  -9.000,  0.1563,  -9.000,
123, 4519,   16.0, 23.3595,  24.071, 23.3628, 35.3168,   212.3,  -9.000,  0.1617,  -9.000,
123, 4519,   18.0, 23.3595,  24.071, 23.3632, 35.3161,   212.4,  -9.000,  0.1631,  -9.000,
123, 4519,   20.0, 23.3596,  24.071, 23.3638, 35.3161,   212.4,  -9.000,  0.1663,  -9.000,
123, 4519,   22.0, 23.3606,  24.070, 23.3651, 35.3160,   212.4,  -9.000,  0.1675,  -9.000,
123, 4519,   24.0, 23.3599,  24.071, 23.3649, 35.3162,   212.5,  -9.000,  0.1660,  -9.000,
123, 4519,   26.0, 23.3600,  24.071, 23.3654, 35.3167,   212.5,  -9.000,  0.1682,  -9.000,
123, 4519,   28.0, 23.3593,  24.071, 23.3650, 35.3169,   212.5,  -9.000,  0.1678,  -9.000,
123, 4519,   30.0, 23.3581,  24.072, 23.3643, 35.3171,   212.5,  -9.000,  0.1697,  -9.000,
123, 4519,   32.0, 23.3571,  24.072, 23.3637, 35.3173,   212.5,  -9.000,  0.1714,  -9.000,
123, 4519,   34.0, 23.3574,  24.072, 23.3645, 35.3174,   212.5,  -9.000,  0.1751,  -9.000,
123, 4519,   36.0, 23.3577,  24.072, 23.3651, 35.3177,   212.5,  -9.000,  0.1734,  -9.000,
123, 4519,   38.0, 23.3571,  24.072, 23.3650, 35.3174,   212.5,  -9.000,  0.1765,  -9.000,
123, 4519,   40.0, 23.3563,  24.073, 23.3646, 35.3177,   212.5,  -9.000,  0.1810,  -9.000,
123, 4519,   42.0, 23.3564,  24.073, 23.3651, 35.3177,   212.5,  -9.000,  0.1818,  -9.000,
123, 4519,   44.0, 23.3556,  24.073, 23.3647, 35.3177,   212.6,  -9.000,  0.1816,  -9.000,
123, 4519,   46.0, 23.3558,  24.073, 23.3653, 35.3178,   212.6,  -9.000,  0.1802,  -9.000,
123, 4519,   48.0, 23.3554,  24.073, 23.3653, 35.3182,   212.6,  -9.000,  0.1813,  -9.000,
123, 4519,   50.0, 23.3544,  24.075, 23.3648, 35.3194,   212.5,  -9.000,  0.1940,  -9.000,
123, 4519,   52.0, 23.3541,  24.075, 23.3648, 35.3201,   212.5,  -9.000,  0.1982,  -9.000,
123, 4519,   54.0, 23.3538,  24.075, 23.3649, 35.3201,   212.5,  -9.000,  0.1864,  -9.000,
123, 4519,   56.0, 23.3530,  24.076, 23.3645, 35.3202,   212.6,  -9.000,  0.1882,  -9.000,
123, 4519,   58.0, 23.3528,  24.076, 23.3648, 35.3203,   212.6,  -9.000,  0.1959,  -9.000,
123, 4519,   60.0, 23.3537,  24.076, 23.3661, 35.3205,   212.7,  -9.000,  0.1904,  -9.000,
123, 4519,   62.0, 23.3531,  24.076, 23.3659, 35.3207,   212.6,  -9.000,  0.1867,  -9.000,
123, 4519,   64.0, 23.3533,  24.076, 23.3665, 35.3210,   212.6,  -9.000,  0.1912,  -9.000,
123, 4519,   66.0, 23.3523,  24.077, 23.3659, 35.3220,   212.6,  -9.000,  0.1928,  -9.000,
123, 4519,   68.0, 23.3537,  24.078, 23.3677, 35.3229,   212.6,  -9.000,  0.1914,  -9.000,
123, 4519,   70.0, 23.3519,  24.079, 23.3663, 35.3243,   212.6,  -9.000,  0.2153,  -9.000,
123, 4519,   72.0, 23.3510,  24.081, 23.3659, 35.3261,   212.6,  -9.000,  0.2015,  -9.000,
123, 4519,   74.0, 23.3441,  24.091, 23.3593, 35.3366,   212.5,  -9.000,  0.2031,  -9.000,
123, 4519,   76.0, 23.3304,  24.100, 23.3461, 35.3430,   212.6,  -9.000,  0.2115,  -9.000,
123, 4519,   78.0, 23.3271,  24.102, 23.3432, 35.3442,   212.5,  -9.000,  0.2399,  -9.000,
123, 4519,   80.0, 23.3200,  24.109, 23.3365, 35.3511,   212.4,  -9.000,  0.2427,  -9.000,
123, 4519,   82.0, 23.2889,  24.115, 23.3058, 35.3476,   212.0,  -9.000,  0.2471,  -9.000,
123, 4519,   84.0, 23.2293,  24.132, 23.2466, 35.3469,   211.8,  -9.000,  0.2611,  -9.000,
123, 4519,   86.0, 23.1679,  24.151, 23.1856, 35.3479,   211.0,  -9.000,  0.2985,  -9.000,
123, 4519,   88.0, 23.0834,  24.174, 23.1014, 35.3459,   210.7,  -9.000,  0.3184,  -9.000,
123, 4519,   90.0, 22.9308,  24.218, 22.9491, 35.3459,   210.3,  -9.000,  0.3572,  -9.000,
123, 4519,   92.0, 22.8268,  24.245, 22.8455, 35.3423,   210.0,  -9.000,  0.4239,  -9.000,
123, 4519,   94.0, 22.6936,  24.275, 22.7127, 35.3323,   209.5,  -9.000,  0.4851,  -9.000,
123, 4519,   96.0, 22.5998,  24.299, 22.6191, 35.3285,   210.2,  -9.000,  0.5222,  -9.000,
123, 4519,   98.0, 22.4891,  24.328, 22.5088, 35.3253,   209.9,  -9.000,  0.5456,  -9.000,
