crn, julian, press, theta, sigma, temp, sal, oxy, xmiss, fluor, nit, 
#, day, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, %, ug/l, umol/kg, 
101, 3756,    2.0, 23.5078,  23.980, 23.5082, 35.2542,   210.3,  -9.000,  0.1689,  -9.000,
101, 3756,    4.0, 23.5085,  23.980, 23.5093, 35.2543,   210.4,  -9.000,  0.1654,  -9.000,
101, 3756,    6.0, 23.5085,  23.979, 23.5097, 35.2527,   210.6,  -9.000,  0.1656,  -9.000,
101, 3756,    8.0, 23.5065,  23.983, 23.5082, 35.2564,   210.8,  -9.000,  0.1700,  -9.000,
101, 3756,   10.0, 23.5026,  23.980, 23.5046, 35.2520,   210.8,  -9.000,  0.1716,  -9.000,
101, 3756,   12.0, 23.4990,  23.983, 23.5015, 35.2539,   210.8,  -9.000,  0.1774,  -9.000,
101, 3756,   14.0, 23.4944,  23.984, 23.4973, 35.2539,   210.9,  -9.000,  0.1795,  -9.000,
101, 3756,   16.0, 23.4921,  23.985, 23.4955, 35.2540,   211.0,  -9.000,  0.1788,  -9.000,
101, 3756,   18.0, 23.4909,  23.985, 23.4947, 35.2534,   211.0,  -9.000,  0.1780,  -9.000,
101, 3756,   20.0, 23.4893,  23.986, 23.4935, 35.2546,   211.0,  -9.000,  0.1806,  -9.000,
101, 3756,   22.0, 23.4875,  23.987, 23.4920, 35.2550,   211.0,  -9.000,  0.1828,  -9.000,
101, 3756,   24.0, 23.4854,  23.988, 23.4904, 35.2556,   211.0,  -9.000,  0.1868,  -9.000,
101, 3756,   26.0, 23.4821,  23.990, 23.4875, 35.2563,   211.0,  -9.000,  0.1904,  -9.000,
101, 3756,   28.0, 23.4760,  23.992, 23.4818, 35.2579,   211.0,  -9.000,  0.1945,  -9.000,
101, 3756,   30.0, 23.4757,  23.994, 23.4819, 35.2599,   211.0,  -9.000,  0.1986,  -9.000,
101, 3756,   32.0, 23.4709,  23.996, 23.4775, 35.2604,   211.0,  -9.000,  0.2031,  -9.000,
101, 3756,   34.0, 23.4700,  23.998, 23.4770, 35.2623,   211.0,  -9.000,  0.2122,  -9.000,
101, 3756,   36.0, 23.4678,  24.000, 23.4752, 35.2641,   211.0,  -9.000,  0.2178,  -9.000,
101, 3756,   38.0, 23.4638,  24.004, 23.4717, 35.2683,   211.0,  -9.000,  0.2248,  -9.000,
101, 3756,   40.0, 23.4607,  24.003, 23.4690, 35.2655,   211.0,  -9.000,  0.2288,  -9.000,
101, 3756,   42.0, 23.4573,  24.004, 23.4660, 35.2654,   211.1,  -9.000,  0.2303,  -9.000,
101, 3756,   44.0, 23.4540,  24.005, 23.4631, 35.2655,   211.0,  -9.000,  0.2316,  -9.000,
101, 3756,   46.0, 23.4516,  24.006, 23.4611, 35.2661,   211.0,  -9.000,  0.2378,  -9.000,
101, 3756,   48.0, 23.4493,  24.007, 23.4592, 35.2671,   211.0,  -9.000,  0.2509,  -9.000,
101, 3756,   50.0, 23.4480,  24.008, 23.4584, 35.2680,   211.0,  -9.000,  0.2525,  -9.000,
101, 3756,   52.0, 23.4460,  24.009, 23.4568, 35.2685,   211.1,  -9.000,  0.2500,  -9.000,
101, 3756,   54.0, 23.4441,  24.010, 23.4553, 35.2689,   211.1,  -9.000,  0.2522,  -9.000,
101, 3756,   56.0, 23.4426,  24.011, 23.4542, 35.2694,   211.1,  -9.000,  0.2575,  -9.000,
101, 3756,   58.0, 23.4419,  24.012, 23.4540, 35.2698,   211.0,  -9.000,  0.2617,  -9.000,
101, 3756,   60.0, 23.4419,  24.012, 23.4543, 35.2703,   211.1,  -9.000,  0.2662,  -9.000,
101, 3756,   62.0, 23.4409,  24.012, 23.4537, 35.2706,   211.0,  -9.000,  0.2718,  -9.000,
101, 3756,   64.0, 23.4409,  24.013, 23.4542, 35.2714,   211.0,  -9.000,  0.2784,  -9.000,
101, 3756,   66.0, 23.4412,  24.014, 23.4549, 35.2725,   210.9,  -9.000,  0.2830,  -9.000,
101, 3756,   68.0, 23.4419,  24.015, 23.4560, 35.2739,   210.8,  -9.000,  0.2849,  -9.000,
101, 3756,   70.0, 23.4418,  24.015, 23.4563, 35.2749,   210.9,  -9.000,  0.2898,  -9.000,
101, 3756,   72.0, 23.4411,  24.016, 23.4560, 35.2759,   210.8,  -9.000,  0.2962,  -9.000,
101, 3756,   74.0, 23.4391,  24.017, 23.4544, 35.2760,   210.8,  -9.000,  0.3044,  -9.000,
101, 3756,   76.0, 23.4375,  24.018, 23.4533, 35.2765,   210.9,  -9.000,  0.3115,  -9.000,
101, 3756,   78.0, 23.4357,  24.018, 23.4519, 35.2766,   210.8,  -9.000,  0.3199,  -9.000,
101, 3756,   80.0, 23.4355,  24.019, 23.4521, 35.2769,   210.8,  -9.000,  0.3264,  -9.000,
101, 3756,   82.0, 23.4355,  24.019, 23.4525, 35.2774,   210.8,  -9.000,  0.3305,  -9.000,
101, 3756,   84.0, 23.4348,  24.020, 23.4522, 35.2775,   210.7,  -9.000,  0.3365,  -9.000,
101, 3756,   86.0, 23.4339,  24.020, 23.4517, 35.2783,   210.7,  -9.000,  0.3384,  -9.000,
101, 3756,   88.0, 23.4335,  24.021, 23.4517, 35.2791,   210.7,  -9.000,  0.3403,  -9.000,
101, 3756,   90.0, 23.4340,  24.023, 23.4526, 35.2811,   210.6,  -9.000,  0.3421,  -9.000,
101, 3756,   92.0, 23.4349,  24.024, 23.4540, 35.2834,   210.6,  -9.000,  0.3520,  -9.000,
101, 3756,   94.0, 23.4367,  24.026, 23.4562, 35.2874,   210.6,  -9.000,  0.3628,  -9.000,
101, 3756,   96.0, 23.4361,  24.029, 23.4560, 35.2900,   210.5,  -9.000,  0.3687,  -9.000,
101, 3756,   98.0, 23.4369,  24.030, 23.4572, 35.2919,   210.4,  -9.000,  0.3679,  -9.000,
101, 3756,  100.0, 23.4357,  24.031, 23.4564, 35.2925,   210.3,  -9.000,  0.3662,  -9.000,
101, 3756,  102.0, 23.4342,  24.032, 23.4553, 35.2935,   210.2,  -9.000,  0.3654,  -9.000,
101, 3756,  104.0, 23.4326,  24.034, 23.4541, 35.2957,   210.1,  -9.000,  0.3679,  -9.000,
101, 3756,  106.0, 23.4293,  24.037, 23.4513, 35.2991,   210.0,  -9.000,  0.3678,  -9.000,
101, 3756,  108.0, 23.4296,  24.040, 23.4519, 35.3023,   209.8,  -9.000,  0.3671,  -9.000,
101, 3756,  110.0, 23.4307,  24.043, 23.4535, 35.3068,   209.6,  -9.000,  0.3675,  -9.000,
101, 3756,  112.0, 23.4293,  24.047, 23.4525, 35.3116,   209.4,  -9.000,  0.3729,  -9.000,
101, 3756,  114.0, 23.4270,  24.051, 23.4507, 35.3163,   208.9,  -9.000,  0.3811,  -9.000,
101, 3756,  116.0, 23.4167,  24.055, 23.4407, 35.3174,   208.1,  -9.000,  0.3839,  -9.000,
101, 3756,  118.0, 23.3846,  24.062, 23.4090, 35.3141,   207.7,  -9.000,  0.3781,  -9.000,
101, 3756,  120.0, 23.3436,  24.070, 23.3684, 35.3093,   207.2,  -9.000,  0.3690,  -9.000,
101, 3756,  122.0, 23.2985,  24.081, 23.3237, 35.3059,   206.4,  -9.000,  0.3589,  -9.000,
101, 3756,  124.0, 23.2403,  24.094, 23.2658, 35.3016,   205.8,  -9.000,  0.3523,  -9.000,
101, 3756,  126.0, 23.2004,  24.107, 23.2263, 35.3030,   205.5,  -9.000,  0.3350,  -9.000,
101, 3756,  128.0, 23.1601,  24.121, 23.1864, 35.3057,   205.3,  -9.000,  0.3185,  -9.000,
101, 3756,  130.0, 23.0976,  24.137, 23.1243, 35.3028,   205.3,  -9.000,  0.3037,  -9.000,
101, 3756,  132.0, 23.0241,  24.153, 23.0511, 35.2968,   205.1,  -9.000,  0.2908,  -9.000,
101, 3756,  134.0, 22.9648,  24.166, 22.9922, 35.2909,   204.4,  -9.000,  0.2820,  -9.000,
101, 3756,  136.0, 22.8953,  24.180, 22.9230, 35.2829,   203.6,  -9.000,  0.2770,  -9.000,
101, 3756,  138.0, 22.7896,  24.200, 22.8177, 35.2697,   203.1,  -9.000,  0.2717,  -9.000,
101, 3756,  140.0, 22.6916,  24.223, 22.7200, 35.2620,   202.6,  -9.000,  0.2674,  -9.000,
101, 3756,  142.0, 22.5696,  24.252, 22.5983, 35.2545,   201.4,  -9.000,  0.2607,  -9.000,
101, 3756,  144.0, 22.3969,  24.291, 22.4258, 35.2420,   200.5,  -9.000,  0.2535,  -9.000,
101, 3756,  146.0, 22.2706,  24.319, 22.2998, 35.2313,   199.5,  -9.000,  0.2483,  -9.000,
101, 3756,  148.0, 22.1677,  24.340, 22.1972, 35.2214,   199.1,  -9.000,  0.2454,  -9.000,
101, 3756,  150.0, 22.0358,  24.369, 22.0656, 35.2097,   199.4,  -9.000,  0.2391,  -9.000,
101, 3756,  152.0, 21.8903,  24.400, 21.9203, 35.1971,   199.5,  -9.000,  0.2338,  -9.000,
101, 3756,  154.0, 21.7838,  24.424, 21.8141, 35.1898,   199.2,  -9.000,  0.2281,  -9.000,
101, 3756,  156.0, 21.6676,  24.451, 21.6982, 35.1822,   199.0,  -9.000,  0.2243,  -9.000,
101, 3756,  158.0, 21.5599,  24.475, 21.5908, 35.1751,   198.6,  -9.000,  0.2197,  -9.000,
101, 3756,  160.0, 21.4621,  24.498, 21.4933, 35.1698,   198.0,  -9.000,  0.2126,  -9.000,
101, 3756,  162.0, 21.3303,  24.527, 21.3617, 35.1605,   197.5,  -9.000,  0.2099,  -9.000,
101, 3756,  164.0, 21.1780,  24.561, 21.2096, 35.1495,   197.0,  -9.000,  0.2099,  -9.000,
101, 3756,  166.0, 21.0259,  24.595, 21.0577, 35.1408,   196.6,  -9.000,  0.2019,  -9.000,
101, 3756,  168.0, 20.8924,  24.626, 20.9245, 35.1336,   196.4,  -9.000,  0.1934,  -9.000,
101, 3756,  170.0, 20.7706,  24.655, 20.8030, 35.1278,   196.4,  -9.000,  0.1842,  -9.000,
101, 3756,  172.0, 20.6670,  24.679, 20.6996, 35.1225,   196.3,  -9.000,  0.1744,  -9.000,
101, 3756,  174.0, 20.5487,  24.705, 20.5816, 35.1157,   196.6,  -9.000,  0.1683,  -9.000,
101, 3756,  176.0, 20.4215,  24.734, 20.4546, 35.1084,   197.3,  -9.000,  0.1637,  -9.000,
101, 3756,  178.0, 20.3203,  24.755, 20.3537, 35.1002,   197.5,  -9.000,  0.1590,  -9.000,
101, 3756,  180.0, 20.2273,  24.774, 20.2609, 35.0939,   197.9,  -9.000,  0.1521,  -9.000,
101, 3756,  182.0, 20.1265,  24.796, 20.1603, 35.0871,   198.3,  -9.000,  0.1486,  -9.000,
101, 3756,  184.0, 20.0173,  24.819, 20.0514, 35.0790,   198.4,  -9.000,  0.1456,  -9.000,
101, 3756,  186.0, 19.9350,  24.836, 19.9694, 35.0734,   198.5,  -9.000,  0.1452,  -9.000,
101, 3756,  188.0, 19.8746,  24.849, 19.9093, 35.0689,   198.4,  -9.000,  0.1434,  -9.000,
101, 3756,  190.0, 19.8154,  24.861, 19.8504, 35.0650,   198.4,  -9.000,  0.1418,  -9.000,
101, 3756,  192.0, 19.7310,  24.878, 19.7662, 35.0584,   198.6,  -9.000,  0.1427,  -9.000,
101, 3756,  194.0, 19.6567,  24.893, 19.6922, 35.0527,   198.5,  -9.000,  0.1430,  -9.000,
101, 3756,  196.0, 19.5534,  24.915, 19.5891, 35.0460,   198.4,  -9.000,  0.1419,  -9.000,
101, 3756,  198.0, 19.4472,  24.936, 19.4832, 35.0379,   198.3,  -9.000,  0.1409,  -9.000,
101, 3756,  200.0, 19.2880,  24.963, 19.3242, 35.0185,   198.4,  -9.000,  0.1403,  -9.000,
102, 3792,    2.0, 23.2167,  24.148, 23.2171, 35.3629,   211.5,  -9.000,  0.1345,  -9.000,
102, 3792,    4.0, 23.1880,  24.156, 23.1889, 35.3625,   213.5,  -9.000,  0.1376,  -9.000,
102, 3792,    6.0, 23.1586,  24.164, 23.1598, 35.3617,   213.6,  -9.000,  0.1403,  -9.000,
102, 3792,    8.0, 23.1231,  24.173, 23.1247, 35.3605,   214.0,  -9.000,  0.1425,  -9.000,
102, 3792,   10.0, 23.1108,  24.176, 23.1128, 35.3602,   211.4,  -9.000,  0.1478,  -9.000,
102, 3792,   12.0, 23.1036,  24.178, 23.1061, 35.3590,   212.1,  -9.000,  0.1460,  -9.000,
102, 3792,   14.0, 23.0987,  24.180, 23.1016, 35.3597,   213.1,  -9.000,  0.1489,  -9.000,
102, 3792,   16.0, 23.0944,  24.181, 23.0977, 35.3595,   213.5,  -9.000,  0.1502,  -9.000,
102, 3792,   18.0, 23.0907,  24.181, 23.0944, 35.3592,   213.5,  -9.000,  0.1537,  -9.000,
102, 3792,   20.0, 23.0809,  24.184, 23.0850, 35.3586,   213.5,  -9.000,  0.1545,  -9.000,
102, 3792,   22.0, 23.0738,  24.186, 23.0783, 35.3580,   213.2,  -9.000,  0.1614,  -9.000,
102, 3792,   24.0, 23.0608,  24.189, 23.0657, 35.3574,   212.9,  -9.000,  0.1721,  -9.000,
102, 3792,   26.0, 23.0419,  24.194, 23.0473, 35.3565,   212.8,  -9.000,  0.1801,  -9.000,
102, 3792,   28.0, 23.0203,  24.198, 23.0261, 35.3543,   212.5,  -9.000,  0.1829,  -9.000,
102, 3792,   30.0, 23.0031,  24.202, 23.0092, 35.3524,   212.7,  -9.000,  0.1839,  -9.000,
102, 3792,   32.0, 22.9897,  24.205, 22.9962, 35.3514,   212.9,  -9.000,  0.1900,  -9.000,
102, 3792,   34.0, 22.9802,  24.207, 22.9871, 35.3506,   213.0,  -9.000,  0.2006,  -9.000,
102, 3792,   36.0, 22.9727,  24.209, 22.9800, 35.3499,   213.2,  -9.000,  0.2161,  -9.000,
102, 3792,   38.0, 22.9646,  24.210, 22.9723, 35.3493,   213.3,  -9.000,  0.2206,  -9.000,
102, 3792,   40.0, 22.9588,  24.212, 22.9670, 35.3487,   213.4,  -9.000,  0.2299,  -9.000,
102, 3792,   42.0, 22.9556,  24.213, 22.9642, 35.3489,   213.5,  -9.000,  0.2370,  -9.000,
102, 3792,   44.0, 22.9520,  24.214, 22.9610, 35.3493,   213.5,  -9.000,  0.2454,  -9.000,
102, 3792,   46.0, 22.9462,  24.216, 22.9556, 35.3492,   213.4,  -9.000,  0.2551,  -9.000,
102, 3792,   48.0, 22.9421,  24.216, 22.9519, 35.3489,   213.4,  -9.000,  0.2597,  -9.000,
102, 3792,   50.0, 22.9395,  24.218, 22.9497, 35.3492,   213.3,  -9.000,  0.2655,  -9.000,
102, 3792,   52.0, 22.9367,  24.218, 22.9473, 35.3493,   213.3,  -9.000,  0.2761,  -9.000,
102, 3792,   54.0, 22.9354,  24.219, 22.9464, 35.3500,   213.2,  -9.000,  0.2812,  -9.000,
102, 3792,   56.0, 22.9349,  24.220, 22.9464, 35.3510,   213.2,  -9.000,  0.2855,  -9.000,
102, 3792,   58.0, 22.9334,  24.221, 22.9452, 35.3517,   213.2,  -9.000,  0.2964,  -9.000,
102, 3792,   60.0, 22.9317,  24.222, 22.9440, 35.3524,   213.2,  -9.000,  0.3016,  -9.000,
102, 3792,   62.0, 22.9295,  24.223, 22.9422, 35.3524,   213.2,  -9.000,  0.3159,  -9.000,
102, 3792,   64.0, 22.9272,  24.224, 22.9402, 35.3525,   213.2,  -9.000,  0.3270,  -9.000,
102, 3792,   66.0, 22.9249,  24.224, 22.9383, 35.3528,   213.1,  -9.000,  0.3339,  -9.000,
102, 3792,   68.0, 22.9238,  24.225, 22.9376, 35.3528,   213.1,  -9.000,  0.3411,  -9.000,
102, 3792,   70.0, 22.9199,  24.225, 22.9342, 35.3522,   213.0,  -9.000,  0.3462,  -9.000,
102, 3792,   72.0, 22.9164,  24.226, 22.9311, 35.3520,   212.9,  -9.000,  0.3566,  -9.000,
102, 3792,   74.0, 22.9142,  24.227, 22.9292, 35.3521,   212.9,  -9.000,  0.3765,  -9.000,
102, 3792,   76.0, 22.9116,  24.228, 22.9271, 35.3520,   213.1,  -9.000,  0.3935,  -9.000,
102, 3792,   78.0, 22.9122,  24.228, 22.9281, 35.3528,   213.2,  -9.000,  0.4071,  -9.000,
102, 3792,   80.0, 22.9131,  24.229, 22.9295, 35.3539,   213.3,  -9.000,  0.4150,  -9.000,
102, 3792,   82.0, 22.9129,  24.229, 22.9296, 35.3544,   213.3,  -9.000,  0.4239,  -9.000,
102, 3792,   84.0, 22.9145,  24.230, 22.9316, 35.3557,   213.3,  -9.000,  0.4346,  -9.000,
102, 3792,   86.0, 22.9161,  24.230, 22.9337, 35.3568,   213.2,  -9.000,  0.4474,  -9.000,
102, 3792,   88.0, 22.9164,  24.230, 22.9344, 35.3574,   213.1,  -9.000,  0.4638,  -9.000,
102, 3792,   90.0, 22.9146,  24.231, 22.9329, 35.3574,   213.1,  -9.000,  0.4873,  -9.000,
102, 3792,   92.0, 22.9142,  24.231, 22.9329, 35.3577,   213.0,  -9.000,  0.4957,  -9.000,
102, 3792,   94.0, 22.9131,  24.232, 22.9323, 35.3579,   212.9,  -9.000,  0.5072,  -9.000,
102, 3792,   96.0, 22.9120,  24.232, 22.9316, 35.3579,   212.8,  -9.000,  0.5146,  -9.000,
102, 3792,   98.0, 22.9121,  24.233, 22.9321, 35.3586,   212.6,  -9.000,  0.5264,  -9.000,
102, 3792,  100.0, 22.9106,  24.233, 22.9310, 35.3586,   212.4,  -9.000,  0.5365,  -9.000,
102, 3792,  102.0, 22.9089,  24.233, 22.9298, 35.3585,   212.4,  -9.000,  0.5504,  -9.000,
102, 3792,  104.0, 22.9068,  24.234, 22.9280, 35.3586,   212.4,  -9.000,  0.5682,  -9.000,
102, 3792,  106.0, 22.9051,  24.235, 22.9267, 35.3592,   212.3,  -9.000,  0.5775,  -9.000,
102, 3792,  108.0, 22.9020,  24.236, 22.9240, 35.3595,   211.3,  -9.000,  0.5854,  -9.000,
102, 3792,  110.0, 22.8947,  24.239, 22.9171, 35.3601,   210.6,  -9.000,  0.5914,  -9.000,
102, 3792,  112.0, 22.8743,  24.245, 22.8971, 35.3606,   210.4,  -9.000,  0.6004,  -9.000,
102, 3792,  114.0, 22.8309,  24.259, 22.8541, 35.3623,   209.8,  -9.000,  0.6120,  -9.000,
102, 3792,  116.0, 22.7803,  24.275, 22.8039, 35.3650,   209.1,  -9.000,  0.6188,  -9.000,
102, 3792,  118.0, 22.7160,  24.292, 22.7399, 35.3633,   209.0,  -9.000,  0.6199,  -9.000,
102, 3792,  120.0, 22.6632,  24.308, 22.6875, 35.3633,   207.3,  -9.000,  0.6196,  -9.000,
102, 3792,  122.0, 22.6007,  24.326, 22.6253, 35.3641,   204.8,  -9.000,  0.6125,  -9.000,
102, 3792,  124.0, 22.5362,  24.341, 22.5612, 35.3596,   203.9,  -9.000,  0.6019,  -9.000,
102, 3792,  126.0, 22.4367,  24.363, 22.4620, 35.3517,   204.0,  -9.000,  0.5989,  -9.000,
102, 3792,  128.0, 22.3193,  24.392, 22.3450, 35.3456,   203.8,  -9.000,  0.5914,  -9.000,
102, 3792,  130.0, 22.2674,  24.404, 22.2934, 35.3429,   201.1,  -9.000,  0.5972,  -9.000,
102, 3792,  132.0, 22.1767,  24.422, 22.2030, 35.3324,   195.1,  -9.000,  0.5842,  -9.000,
102, 3792,  134.0, 22.0703,  24.442, 22.0969, 35.3184,   191.2,  -9.000,  0.5734,  -9.000,
102, 3792,  136.0, 21.8976,  24.471, 21.9245, 35.2929,   189.7,  -9.000,  0.5674,  -9.000,
102, 3792,  138.0, 21.7266,  24.500, 21.7537, 35.2695,   183.1,  -9.000,  0.5605,  -9.000,
102, 3792,  140.0, 21.5992,  24.523, 21.6266, 35.2533,   178.9,  -9.000,  0.5555,  -9.000,
102, 3792,  142.0, 21.4348,  24.555, 21.4624, 35.2353,   179.2,  -9.000,  0.5445,  -9.000,
102, 3792,  144.0, 21.3359,  24.578, 21.3639, 35.2287,   180.3,  -9.000,  0.5258,  -9.000,
102, 3792,  146.0, 21.2036,  24.601, 21.2318, 35.2120,   184.0,  -9.000,  0.5022,  -9.000,
102, 3792,  148.0, 21.0904,  24.622, 21.1188, 35.1991,   187.7,  -9.000,  0.4871,  -9.000,
102, 3792,  150.0, 20.9894,  24.640, 21.0181, 35.1868,   185.7,  -9.000,  0.4727,  -9.000,
102, 3792,  152.0, 20.8656,  24.663, 20.8946, 35.1726,   182.2,  -9.000,  0.4571,  -9.000,
102, 3792,  154.0, 20.7360,  24.686, 20.7652, 35.1561,   181.2,  -9.000,  0.4439,  -9.000,
102, 3792,  156.0, 20.5872,  24.710, 20.6167, 35.1361,   181.3,  -9.000,  0.4327,  -9.000,
102, 3792,  158.0, 20.4766,  24.730, 20.5064, 35.1223,   180.6,  -9.000,  0.4176,  -9.000,
102, 3792,  160.0, 20.3977,  24.743, 20.4277, 35.1123,   180.4,  -9.000,  0.4021,  -9.000,
102, 3792,  162.0, 20.2677,  24.767, 20.2980, 35.0981,   181.4,  -9.000,  0.3835,  -9.000,
102, 3792,  164.0, 20.1705,  24.787, 20.2010, 35.0905,   183.8,  -9.000,  0.3653,  -9.000,
102, 3792,  166.0, 20.0424,  24.813, 20.0732, 35.0803,   185.3,  -9.000,  0.3521,  -9.000,
102, 3792,  168.0, 19.9390,  24.833, 19.9701, 35.0706,   185.4,  -9.000,  0.3344,  -9.000,
102, 3792,  170.0, 19.8215,  24.853, 19.8527, 35.0570,   185.5,  -9.000,  0.3160,  -9.000,
102, 3792,  172.0, 19.7172,  24.873, 19.7487, 35.0464,   186.2,  -9.000,  0.2954,  -9.000,
102, 3792,  174.0, 19.6119,  24.893, 19.6436, 35.0372,   186.9,  -9.000,  0.2830,  -9.000,
102, 3792,  176.0, 19.5082,  24.915, 19.5402, 35.0306,   187.8,  -9.000,  0.2669,  -9.000,
102, 3792,  178.0, 19.4245,  24.931, 19.4567, 35.0236,   187.2,  -9.000,  0.2509,  -9.000,
102, 3792,  180.0, 19.3377,  24.947, 19.3702, 35.0151,   187.7,  -9.000,  0.2408,  -9.000,
102, 3792,  182.0, 19.2428,  24.965, 19.2756, 35.0061,   189.3,  -9.000,  0.2234,  -9.000,
102, 3792,  184.0, 19.1231,  24.986, 19.1561, 34.9941,   190.5,  -9.000,  0.2097,  -9.000,
102, 3792,  186.0, 19.0361,  25.002, 19.0694, 34.9853,   190.1,  -9.000,  0.1977,  -9.000,
102, 3792,  188.0, 18.9477,  25.018, 18.9812, 34.9775,   190.0,  -9.000,  0.1829,  -9.000,
102, 3792,  190.0, 18.8786,  25.031, 18.9124, 34.9706,   190.7,  -9.000,  0.1741,  -9.000,
102, 3792,  192.0, 18.7939,  25.046, 18.8280, 34.9623,   192.1,  -9.000,  0.1665,  -9.000,
102, 3792,  194.0, 18.6934,  25.063, 18.7277, 34.9518,   193.3,  -9.000,  0.1586,  -9.000,
102, 3792,  196.0, 18.5997,  25.079, 18.6342, 34.9414,   192.6,  -9.000,  0.1491,  -9.000,
102, 3792,  198.0, 18.5120,  25.094, 18.5467, 34.9319,   192.3,  -9.000,  0.1412,  -9.000,
102, 3792,  200.0, 18.4019,  25.112, 18.4368, 34.9202,   191.7,  -9.000,  0.1363,  -9.000,
103, 3819,    2.0, 23.3753,  23.969, 23.3757, 35.1878,   213.0,  -9.000,  0.1244,  -9.000,
103, 3819,    4.0, 23.3743,  23.969, 23.3751, 35.1880,   213.1,  -9.000,  0.1255,  -9.000,
103, 3819,    6.0, 23.3751,  23.969, 23.3763, 35.1882,   213.1,  -9.000,  0.1272,  -9.000,
103, 3819,    8.0, 23.3750,  23.968, 23.3767, 35.1870,   213.1,  -9.000,  0.1289,  -9.000,
103, 3819,   10.0, 23.3751,  23.969, 23.3771, 35.1877,   213.0,  -9.000,  0.1313,  -9.000,
103, 3819,   12.0, 23.3747,  23.969, 23.3772, 35.1878,   213.0,  -9.000,  0.1306,  -9.000,
103, 3819,   14.0, 23.3727,  23.970, 23.3755, 35.1878,   213.0,  -9.000,  0.1332,  -9.000,
103, 3819,   16.0, 23.3716,  23.970, 23.3749, 35.1877,   213.0,  -9.000,  0.1365,  -9.000,
103, 3819,   18.0, 23.3705,  23.970, 23.3742, 35.1877,   213.0,  -9.000,  0.1367,  -9.000,
103, 3819,   20.0, 23.3689,  23.971, 23.3730, 35.1877,   213.0,  -9.000,  0.1409,  -9.000,
103, 3819,   22.0, 23.3653,  23.972, 23.3698, 35.1876,   213.0,  -9.000,  0.1471,  -9.000,
103, 3819,   24.0, 23.3634,  23.972, 23.3683, 35.1880,   213.0,  -9.000,  0.1476,  -9.000,
103, 3819,   26.0, 23.3613,  23.974, 23.3666, 35.1885,   212.9,  -9.000,  0.1504,  -9.000,
103, 3819,   28.0, 23.3550,  23.977, 23.3608, 35.1901,   212.9,  -9.000,  0.1560,  -9.000,
103, 3819,   30.0, 23.3485,  23.979, 23.3547, 35.1908,   213.0,  -9.000,  0.1629,  -9.000,
103, 3819,   32.0, 23.3357,  23.983, 23.3423, 35.1915,   213.0,  -9.000,  0.1607,  -9.000,
103, 3819,   34.0, 23.3159,  23.990, 23.3230, 35.1933,   213.2,  -9.000,  0.1643,  -9.000,
103, 3819,   36.0, 23.2942,  23.998, 23.3017, 35.1958,   213.3,  -9.000,  0.1709,  -9.000,
103, 3819,   38.0, 23.2816,  24.004, 23.2894, 35.1979,   213.5,  -9.000,  0.1772,  -9.000,
103, 3819,   40.0, 23.2708,  24.008, 23.2790, 35.1996,   213.5,  -9.000,  0.1844,  -9.000,
103, 3819,   42.0, 23.2628,  24.013, 23.2715, 35.2027,   213.5,  -9.000,  0.1934,  -9.000,
103, 3819,   44.0, 23.2571,  24.017, 23.2662, 35.2066,   213.6,  -9.000,  0.1919,  -9.000,
103, 3819,   46.0, 23.2518,  24.021, 23.2613, 35.2099,   213.6,  -9.000,  0.2021,  -9.000,
103, 3819,   48.0, 23.2398,  24.029, 23.2497, 35.2145,   213.5,  -9.000,  0.2046,  -9.000,
103, 3819,   50.0, 23.2229,  24.039, 23.2332, 35.2215,   213.6,  -9.000,  0.2085,  -9.000,
103, 3819,   52.0, 23.2093,  24.048, 23.2200, 35.2291,   213.5,  -9.000,  0.2175,  -9.000,
103, 3819,   54.0, 23.1952,  24.059, 23.2063, 35.2371,   213.6,  -9.000,  0.2215,  -9.000,
103, 3819,   56.0, 23.1747,  24.070, 23.1862, 35.2437,   213.6,  -9.000,  0.2263,  -9.000,
103, 3819,   58.0, 23.1619,  24.076, 23.1738, 35.2469,   213.7,  -9.000,  0.2333,  -9.000,
103, 3819,   60.0, 23.1472,  24.083, 23.1595, 35.2506,   213.7,  -9.000,  0.2383,  -9.000,
103, 3819,   62.0, 23.1286,  24.091, 23.1413, 35.2545,   213.7,  -9.000,  0.2415,  -9.000,
103, 3819,   64.0, 23.1102,  24.101, 23.1233, 35.2599,   213.8,  -9.000,  0.2503,  -9.000,
103, 3819,   66.0, 23.0763,  24.117, 23.0899, 35.2682,   214.0,  -9.000,  0.2576,  -9.000,
103, 3819,   68.0, 23.0537,  24.126, 23.0677, 35.2725,   214.3,  -9.000,  0.2709,  -9.000,
103, 3819,   70.0, 23.0348,  24.135, 23.0491, 35.2772,   214.3,  -9.000,  0.2756,  -9.000,
103, 3819,   72.0, 23.0153,  24.143, 23.0301, 35.2805,   214.5,  -9.000,  0.2834,  -9.000,
103, 3819,   74.0, 22.9957,  24.152, 23.0109, 35.2843,   214.3,  -9.000,  0.2962,  -9.000,
103, 3819,   76.0, 22.9630,  24.163, 22.9785, 35.2861,   214.3,  -9.000,  0.3158,  -9.000,
103, 3819,   78.0, 22.9402,  24.171, 22.9562, 35.2884,   214.0,  -9.000,  0.3240,  -9.000,
